ncodpers,fecha_dato,product,propensity
366045,2016-04-28,ind_recibo_ult1,0.7020891460885538
366587,2016-04-28,ind_dela_fin_ult1,0.21016418461572342
366587,2016-04-28,ind_reca_fin_ult1,0.1383984123772193
366587,2016-04-28,ind_fond_fin_ult1,0.10424003031595261
377374,2016-04-28,ind_dela_fin_ult1,0.17389494924740811
377374,2016-04-28,ind_reca_fin_ult1,0.08667051960918068
377374,2016-04-28,ind_tjcr_fin_ult1,0.06625557776049106
379708,2016-04-28,ind_dela_fin_ult1,0.20417883777583348
379708,2016-04-28,ind_reca_fin_ult1,0.1379625188959917
379708,2016-04-28,ind_fond_fin_ult1,0.10094171894535316
381232,2016-04-28,ind_tjcr_fin_ult1,0.9689761741919952
381232,2016-04-28,ind_ctop_fin_ult1,0.9378543281765211
381232,2016-04-28,ind_reca_fin_ult1,0.914804174007621
383083,2016-04-28,ind_ctop_fin_ult1,0.5854256647716164
383083,2016-04-28,ind_dela_fin_ult1,0.24223024052097342
383083,2016-04-28,ind_plan_fin_ult1,0.1730794392708407
384110,2016-04-28,ind_reca_fin_ult1,0.15794045067348894
384110,2016-04-28,ind_dela_fin_ult1,0.10672940664482211
384110,2016-04-28,ind_fond_fin_ult1,0.08925073012055512
388498,2016-04-28,ind_recibo_ult1,0.6308821589054855
388498,2016-04-28,ind_tjcr_fin_ult1,0.549704561954212
388498,2016-04-28,ind_dela_fin_ult1,0.5059630399021499
388588,2016-04-28,ind_cco_fin_ult1,0.14640377078446312
388588,2016-04-28,ind_dela_fin_ult1,0.1386819044462634
388588,2016-04-28,ind_ecue_fin_ult1,0.10808140550361353
389905,2016-04-28,ind_ctop_fin_ult1,0.1645522795591609
389905,2016-04-28,ind_ecue_fin_ult1,0.15178578320755906
389905,2016-04-28,ind_cco_fin_ult1,0.15002299158624754
398557,2016-04-28,ind_dela_fin_ult1,0.9316748603451092
398557,2016-04-28,ind_fond_fin_ult1,0.8663541476528892
398557,2016-04-28,ind_tjcr_fin_ult1,0.8583287091625333
418064,2016-04-28,ind_dela_fin_ult1,0.16179085035959076
418064,2016-04-28,ind_cco_fin_ult1,0.15195777986429898
418064,2016-04-28,ind_ecue_fin_ult1,0.11950894949711081
433418,2016-04-28,ind_reca_fin_ult1,0.7044038015734929
433418,2016-04-28,ind_dela_fin_ult1,0.6751799422452535
433418,2016-04-28,ind_tjcr_fin_ult1,0.6610002099375111
445774,2016-04-28,ind_dela_fin_ult1,0.6551011030189674
445774,2016-04-28,ind_ctop_fin_ult1,0.6507414190942147
445774,2016-04-28,ind_recibo_ult1,0.5867801370156978
450118,2016-04-28,ind_dela_fin_ult1,0.7382303539869058
450118,2016-04-28,ind_reca_fin_ult1,0.7262702922390335
450118,2016-04-28,ind_tjcr_fin_ult1,0.7022804837616713
461800,2016-04-28,ind_ctop_fin_ult1,0.3353271554226141
461800,2016-04-28,ind_dela_fin_ult1,0.3242250822555054
461800,2016-04-28,ind_ctpp_fin_ult1,0.22861237459923026
489386,2016-04-28,ind_ctop_fin_ult1,0.25352776876756933
489386,2016-04-28,ind_ctpp_fin_ult1,0.17557839553498938
489386,2016-04-28,ind_reca_fin_ult1,0.16906925558346206
501948,2016-04-28,ind_recibo_ult1,0.6272697385706988
501948,2016-04-28,ind_dela_fin_ult1,0.5291341044948288
501948,2016-04-28,ind_reca_fin_ult1,0.5019412921734974
509507,2016-04-28,ind_nom_pens_ult1,0.9131949421168726
509507,2016-04-28,ind_nomina_ult1,0.8855059535113584
509507,2016-04-28,ind_recibo_ult1,0.8033020437090919
517413,2016-04-28,ind_reca_fin_ult1,0.8491408438438924
517413,2016-04-28,ind_cno_fin_ult1,0.7478893540479918
517413,2016-04-28,ind_ctpp_fin_ult1,0.745293468628335
521903,2016-04-28,ind_recibo_ult1,0.5823222246090817
521903,2016-04-28,ind_dela_fin_ult1,0.5396552944914382
521903,2016-04-28,ind_tjcr_fin_ult1,0.4268044711269613
527416,2016-04-28,ind_recibo_ult1,0.6746565215570806
527416,2016-04-28,ind_ctop_fin_ult1,0.6161110743701748
527416,2016-04-28,ind_ctpp_fin_ult1,0.5714062327250962
533991,2016-04-28,ind_cco_fin_ult1,0.8198988802177082
533991,2016-04-28,ind_ecue_fin_ult1,0.6862661639979791
533991,2016-04-28,ind_fond_fin_ult1,0.6058519293734863
538418,2016-04-28,ind_recibo_ult1,0.7058842446055008
538418,2016-04-28,ind_plan_fin_ult1,0.5861485908671229
538418,2016-04-28,ind_dela_fin_ult1,0.5614110580770343
556236,2016-04-28,ind_dela_fin_ult1,0.5807995946112381
556236,2016-04-28,ind_ctma_fin_ult1,0.28243179293957105
556236,2016-04-28,ind_fond_fin_ult1,0.22766402361203222
558470,2016-04-28,ind_dela_fin_ult1,0.46166675149834036
558470,2016-04-28,ind_fond_fin_ult1,0.13567316487638334
558470,2016-04-28,ind_ecue_fin_ult1,0.11763623752055405
558670,2016-04-28,ind_fond_fin_ult1,0.7779212070034525
558670,2016-04-28,ind_dela_fin_ult1,0.754772678235329
558670,2016-04-28,ind_ctpp_fin_ult1,0.7254288644199945
586233,2016-04-28,ind_ctpp_fin_ult1,0.2870438626674153
586233,2016-04-28,ind_ctop_fin_ult1,0.2225157981876341
586233,2016-04-28,ind_plan_fin_ult1,0.18765366776597234
588633,2016-04-28,ind_tjcr_fin_ult1,0.9733145640711066
588633,2016-04-28,ind_ctpp_fin_ult1,0.9524140078860546
588633,2016-04-28,ind_valo_fin_ult1,0.8808349322471055
592706,2016-04-28,ind_recibo_ult1,0.694516862236014
592706,2016-04-28,ind_ctop_fin_ult1,0.5460037756506062
592706,2016-04-28,ind_ctpp_fin_ult1,0.5453333113621962
598523,2016-04-28,ind_dela_fin_ult1,0.15322528295393795
598523,2016-04-28,ind_cco_fin_ult1,0.14889009462797825
598523,2016-04-28,ind_ecue_fin_ult1,0.125335130389544
599510,2016-04-28,ind_ctop_fin_ult1,0.3378161419800633
599510,2016-04-28,ind_ctpp_fin_ult1,0.17201591478111317
599510,2016-04-28,ind_cco_fin_ult1,0.16148462125999136
607799,2016-04-28,ind_dela_fin_ult1,0.7644287364604251
607799,2016-04-28,ind_fond_fin_ult1,0.5263662067838194
607799,2016-04-28,ind_recibo_ult1,0.524134712945581
610846,2016-04-28,ind_cco_fin_ult1,0.8185167523832896
610846,2016-04-28,ind_ctop_fin_ult1,0.7667099467022844
610846,2016-04-28,ind_plan_fin_ult1,0.6247794476619253
614758,2016-04-28,ind_dela_fin_ult1,0.4115556053282403
614758,2016-04-28,ind_plan_fin_ult1,0.2841263197235812
614758,2016-04-28,ind_ecue_fin_ult1,0.21476470974238865
616726,2016-04-28,ind_dela_fin_ult1,0.7475261755557889
616726,2016-04-28,ind_cco_fin_ult1,0.5656408918390425
616726,2016-04-28,ind_ecue_fin_ult1,0.5215838084324891
623868,2016-04-28,ind_dela_fin_ult1,0.8137020915887586
623868,2016-04-28,ind_recibo_ult1,0.5326932495257054
623868,2016-04-28,ind_fond_fin_ult1,0.4760843572262542
627030,2016-04-28,ind_dela_fin_ult1,0.31869790880611815
627030,2016-04-28,ind_ctop_fin_ult1,0.2429075561042332
627030,2016-04-28,ind_plan_fin_ult1,0.22732576643970095
628402,2016-04-28,ind_dela_fin_ult1,0.29110764187124044
628402,2016-04-28,ind_fond_fin_ult1,0.2018004560624482
628402,2016-04-28,ind_reca_fin_ult1,0.19657353534653205
631541,2016-04-28,ind_dela_fin_ult1,0.3390258369240003
631541,2016-04-28,ind_fond_fin_ult1,0.1364348503817307
631541,2016-04-28,ind_reca_fin_ult1,0.12805044557651787
636838,2016-04-28,ind_ctma_fin_ult1,0.6612336124107254
636838,2016-04-28,ind_tjcr_fin_ult1,0.6325166895230617
636838,2016-04-28,ind_ecue_fin_ult1,0.5866894621028129
649290,2016-04-28,ind_ctpp_fin_ult1,0.2636501270576073
649290,2016-04-28,ind_reca_fin_ult1,0.1768740327916756
649290,2016-04-28,ind_dela_fin_ult1,0.14472747006414266
649690,2016-04-28,ind_dela_fin_ult1,0.24426693155352827
649690,2016-04-28,ind_ctpp_fin_ult1,0.2274402919976603
649690,2016-04-28,ind_plan_fin_ult1,0.19408451549867475
656715,2016-04-28,ind_ctpp_fin_ult1,0.24260761470648665
656715,2016-04-28,ind_ecue_fin_ult1,0.21665063594060854
656715,2016-04-28,ind_plan_fin_ult1,0.20172678625807577
665605,2016-04-28,ind_dela_fin_ult1,0.20715640694858117
665605,2016-04-28,ind_ctpp_fin_ult1,0.19280348807735417
665605,2016-04-28,ind_reca_fin_ult1,0.12313215094043875
675695,2016-04-28,ind_ctop_fin_ult1,0.23010339399251636
675695,2016-04-28,ind_dela_fin_ult1,0.17264094783183387
675695,2016-04-28,ind_ecue_fin_ult1,0.15311735187191672
679051,2016-04-28,ind_dela_fin_ult1,0.6251356342075179
679051,2016-04-28,ind_recibo_ult1,0.622791585328672
679051,2016-04-28,ind_reca_fin_ult1,0.5062478993240722
696721,2016-04-28,ind_dela_fin_ult1,0.24007840639950823
696721,2016-04-28,ind_ecue_fin_ult1,0.1845250791058055
696721,2016-04-28,ind_plan_fin_ult1,0.17852122530878467
700096,2016-04-28,ind_dela_fin_ult1,0.41536382349264367
700096,2016-04-28,ind_plan_fin_ult1,0.2312153944023201
700096,2016-04-28,ind_ctma_fin_ult1,0.21770131309868754
706641,2016-04-28,ind_dela_fin_ult1,0.2776099126022792
706641,2016-04-28,ind_ecue_fin_ult1,0.19201103597009447
706641,2016-04-28,ind_plan_fin_ult1,0.1601048318363289
716822,2016-04-28,ind_ctpp_fin_ult1,0.9689833141874213
716822,2016-04-28,ind_tjcr_fin_ult1,0.9385825128755664
716822,2016-04-28,ind_ecue_fin_ult1,0.8351966172006163
720541,2016-04-28,ind_dela_fin_ult1,0.5875419965341917
720541,2016-04-28,ind_ctma_fin_ult1,0.517446104122616
720541,2016-04-28,ind_plan_fin_ult1,0.4816521176467521
721615,2016-04-28,ind_ctop_fin_ult1,0.18522306861538312
721615,2016-04-28,ind_cco_fin_ult1,0.1747911231327196
721615,2016-04-28,ind_ecue_fin_ult1,0.17024718578942252
724088,2016-04-28,ind_ctpp_fin_ult1,0.20349443207096038
724088,2016-04-28,ind_dela_fin_ult1,0.18558053972115685
724088,2016-04-28,ind_reca_fin_ult1,0.12116940406316604
724291,2016-04-28,ind_recibo_ult1,0.6928803918558378
724291,2016-04-28,ind_reca_fin_ult1,0.5573621703307441
724291,2016-04-28,ind_valo_fin_ult1,0.5286255033935422
734871,2016-04-28,ind_cco_fin_ult1,0.8106774678749117
734871,2016-04-28,ind_ctma_fin_ult1,0.6574016027521591
734871,2016-04-28,ind_cno_fin_ult1,0.37847189536697734
738869,2016-04-28,ind_fond_fin_ult1,0.815993926119896
738869,2016-04-28,ind_ecue_fin_ult1,0.6493236115808373
738869,2016-04-28,ind_plan_fin_ult1,0.627836228446389
756509,2016-04-28,ind_ecue_fin_ult1,0.8657252057636845
756509,2016-04-28,ind_dela_fin_ult1,0.3751413138091221
756509,2016-04-28,ind_fond_fin_ult1,0.24784896266425574
767242,2016-04-28,ind_dela_fin_ult1,0.4120062628905726
767242,2016-04-28,ind_plan_fin_ult1,0.24842934315735052
767242,2016-04-28,ind_cco_fin_ult1,0.23697332748027258
768521,2016-04-28,ind_dela_fin_ult1,0.2662230005146538
768521,2016-04-28,ind_ctpp_fin_ult1,0.2116262261402192
768521,2016-04-28,ind_reca_fin_ult1,0.19507915926767616
781834,2016-04-28,ind_dela_fin_ult1,0.2546917932939275
781834,2016-04-28,ind_reca_fin_ult1,0.2024599624831301
781834,2016-04-28,ind_fond_fin_ult1,0.17296428021588667
792021,2016-04-28,ind_dela_fin_ult1,0.1734664395150224
792021,2016-04-28,ind_ecue_fin_ult1,0.17103413991388694
792021,2016-04-28,ind_cco_fin_ult1,0.14974333646378885
805106,2016-04-28,ind_dela_fin_ult1,0.6751755864474192
805106,2016-04-28,ind_recibo_ult1,0.6731530394818301
805106,2016-04-28,ind_valo_fin_ult1,0.6118717156390912
806949,2016-04-28,ind_ctpp_fin_ult1,0.22165150146098253
806949,2016-04-28,ind_ecue_fin_ult1,0.18147500096404787
806949,2016-04-28,ind_dela_fin_ult1,0.155087009849803
813310,2016-04-28,ind_plan_fin_ult1,0.613609151553447
813310,2016-04-28,ind_dela_fin_ult1,0.589039613172635
813310,2016-04-28,ind_ctma_fin_ult1,0.37551457466702826
813680,2016-04-28,ind_recibo_ult1,0.7797127049518181
813680,2016-04-28,ind_plan_fin_ult1,0.5524044480348428
813680,2016-04-28,ind_reca_fin_ult1,0.5245586376843214
818965,2016-04-28,ind_cno_fin_ult1,0.8047401414630773
818965,2016-04-28,ind_reca_fin_ult1,0.7946772929115008
818965,2016-04-28,ind_ctma_fin_ult1,0.6813370020079978
823465,2016-04-28,ind_dela_fin_ult1,0.21512526820634087
823465,2016-04-28,ind_ecue_fin_ult1,0.18675228426168866
823465,2016-04-28,ind_cco_fin_ult1,0.14745343088240248
844706,2016-04-28,ind_recibo_ult1,0.7291986159640101
844706,2016-04-28,ind_plan_fin_ult1,0.6419014019028728
844706,2016-04-28,ind_dela_fin_ult1,0.6144179831436989
846770,2016-04-28,ind_nom_pens_ult1,0.9786352537064468
846770,2016-04-28,ind_nomina_ult1,0.9702319595611978
846770,2016-04-28,ind_tjcr_fin_ult1,0.949712316160976
848534,2016-04-28,ind_recibo_ult1,0.7847478454406955
848534,2016-04-28,ind_plan_fin_ult1,0.7016028773691511
848534,2016-04-28,ind_dela_fin_ult1,0.5971005425371645
852522,2016-04-28,ind_recibo_ult1,0.8338195085484047
852522,2016-04-28,ind_ctpp_fin_ult1,0.5096832975282103
852522,2016-04-28,ind_cno_fin_ult1,0.5071461545451352
852630,2016-04-28,ind_plan_fin_ult1,0.7825796480441367
852630,2016-04-28,ind_recibo_ult1,0.7643500879002104
852630,2016-04-28,ind_dela_fin_ult1,0.7238667203441704
859526,2016-04-28,ind_ctpp_fin_ult1,0.21328051303139714
859526,2016-04-28,ind_ecue_fin_ult1,0.1905209010824778
859526,2016-04-28,ind_cco_fin_ult1,0.15132075333199552
861421,2016-04-28,ind_ecue_fin_ult1,0.8383171730201389
861421,2016-04-28,ind_cno_fin_ult1,0.09578504948933927
861421,2016-04-28,ind_nom_pens_ult1,0.08639285250403521
865883,2016-04-28,ind_dela_fin_ult1,0.24814137713769144
865883,2016-04-28,ind_ecue_fin_ult1,0.2089976884231527
865883,2016-04-28,ind_cco_fin_ult1,0.16059328900945194
866332,2016-04-28,ind_ecue_fin_ult1,0.5764452945085146
866332,2016-04-28,ind_cno_fin_ult1,0.009780627824211493
866332,2016-04-28,ind_cco_fin_ult1,0.007354018458068907
870411,2016-04-28,ind_ctpp_fin_ult1,0.9818817116357528
870411,2016-04-28,ind_plan_fin_ult1,0.9771078499830917
870411,2016-04-28,ind_ctma_fin_ult1,0.9770014204157481
873713,2016-04-28,ind_dela_fin_ult1,0.8468102128834107
873713,2016-04-28,ind_recibo_ult1,0.7664050703231708
873713,2016-04-28,ind_valo_fin_ult1,0.6730335740243215
878046,2016-04-28,ind_ecue_fin_ult1,0.21470599199611876
878046,2016-04-28,ind_cco_fin_ult1,0.20710649516721208
878046,2016-04-28,ind_dela_fin_ult1,0.16342681252896188
879359,2016-04-28,ind_recibo_ult1,0.7312408978277216
879359,2016-04-28,ind_ctma_fin_ult1,0.6628438354572203
879359,2016-04-28,ind_reca_fin_ult1,0.6178795729671489
880940,2016-04-28,ind_ctma_fin_ult1,0.9900705167633853
880940,2016-04-28,ind_tjcr_fin_ult1,0.9672834645936912
880940,2016-04-28,ind_ctpp_fin_ult1,0.9587259147043834
896237,2016-04-28,ind_ecue_fin_ult1,0.9959495463802672
896237,2016-04-28,ind_plan_fin_ult1,0.9562792732633857
896237,2016-04-28,ind_reca_fin_ult1,0.9115570220653321
900252,2016-04-28,ind_ecue_fin_ult1,0.9665587423634289
900252,2016-04-28,ind_cno_fin_ult1,0.7218847179830304
900252,2016-04-28,ind_tjcr_fin_ult1,0.7207706806716383
905133,2016-04-28,ind_ecue_fin_ult1,0.9773302130459507
905133,2016-04-28,ind_cno_fin_ult1,0.9611908191127738
905133,2016-04-28,ind_cco_fin_ult1,0.9563478923480192
906114,2016-04-28,ind_dela_fin_ult1,0.882330491284
906114,2016-04-28,ind_valo_fin_ult1,0.8445580328036104
906114,2016-04-28,ind_plan_fin_ult1,0.8380313748291255
911648,2016-04-28,ind_nom_pens_ult1,0.987750564610899
911648,2016-04-28,ind_nomina_ult1,0.983722700874357
